index	ROIName7	R	A	S	ROILabel17	ROIName17	name
208	7Networks_LH_Limbic_OFC_7	-16	48	-18	197	17Networks_LH_LimbicB_OFC_7	7Networks_LH_Limbic_OFC_7
209	7Networks_LH_Limbic_OFC_8	-6	22	-12	198	17Networks_LH_LimbicB_OFC_8	7Networks_LH_Limbic_OFC_8
210	7Networks_LH_Limbic_OFC_9	-16	64	-10	199	17Networks_LH_LimbicB_OFC_9	7Networks_LH_Limbic_OFC_9
211	7Networks_LH_Limbic_TempPole_1	-30	-2	-44	200	17Networks_LH_LimbicA_TempPole_1	7Networks_LH_Limbic_TempPole_1
212	7Networks_LH_Limbic_TempPole_2	-48	-10	-40	201	17Networks_LH_LimbicA_TempPole_2	7Networks_LH_Limbic_TempPole_2
213	7Networks_LH_Limbic_TempPole_3	-30	12	-40	202	17Networks_LH_LimbicA_TempPole_3	7Networks_LH_Limbic_TempPole_3
214	7Networks_LH_Limbic_TempPole_4	-28	-8	-34	203	17Networks_LH_LimbicA_TempPole_4	7Networks_LH_Limbic_TempPole_4
215	7Networks_LH_Limbic_TempPole_5	-38	-16	-32	204	17Networks_LH_LimbicA_TempPole_5	7Networks_LH_Limbic_TempPole_5
216	7Networks_LH_Limbic_TempPole_6	-18	-2	-30	205	17Networks_LH_LimbicA_TempPole_6	7Networks_LH_Limbic_TempPole_6
217	7Networks_LH_Limbic_TempPole_7	-46	-28	-24	206	17Networks_LH_LimbicA_TempPole_7	7Networks_LH_Limbic_TempPole_7
218	7Networks_LH_Limbic_TempPole_8	-28	8	-30	207	17Networks_LH_LimbicA_TempPole_8	7Networks_LH_Limbic_TempPole_8
219	7Networks_LH_Limbic_TempPole_9	-20	-14	-30	208	17Networks_LH_LimbicA_TempPole_9	7Networks_LH_Limbic_TempPole_9
220	7Networks_LH_Limbic_TempPole_10	-42	18	-30	295	17Networks_LH_DefaultB_Temp_3	7Networks_LH_Limbic_TempPole_10
221	7Networks_LH_Limbic_TempPole_11	-32	-24	-26	336	17Networks_LH_DefaultC_PHC_1	7Networks_LH_Limbic_TempPole_11
222	7Networks_LH_Limbic_TempPole_12	-54	-38	-26	209	17Networks_LH_LimbicA_TempPole_10	7Networks_LH_Limbic_TempPole_12
223	7Networks_LH_Limbic_TempPole_13	-38	8	-24	210	17Networks_LH_LimbicA_TempPole_11	7Networks_LH_Limbic_TempPole_13
224	7Networks_LH_Limbic_TempPole_14	-44	6	-16	211	17Networks_LH_LimbicA_TempPole_12	7Networks_LH_Limbic_TempPole_14
225	7Networks_LH_Cont_Par_1	-58	-44	42	175	17Networks_LH_SalVentAttnB_IPL_2	7Networks_LH_Cont_Par_1
226	7Networks_LH_Cont_Par_2	-54	-50	44	242	17Networks_LH_ContB_IPL_2	7Networks_LH_Cont_Par_2
227	7Networks_LH_Cont_Par_3	-30	-72	50	243	17Networks_LH_ContB_IPL_3	7Networks_LH_Cont_Par_3
228	7Networks_LH_Cont_Par_4	-56	-40	50	215	17Networks_LH_ContA_IPS_2	7Networks_LH_Cont_Par_4
229	7Networks_LH_Cont_Par_5	-44	-54	52	244	17Networks_LH_ContB_IPL_4	7Networks_LH_Cont_Par_5
230	7Networks_LH_Cont_Par_6	-38	-60	50	245	17Networks_LH_ContB_IPL_5	7Networks_LH_Cont_Par_6
231	7Networks_LH_Cont_Par_7	-44	-44	50	217	17Networks_LH_ContA_IPS_4	7Networks_LH_Cont_Par_7
232	7Networks_LH_Cont_Par_8	-40	-50	42	219	17Networks_LH_ContA_IPS_6	7Networks_LH_Cont_Par_8
233	7Networks_LH_Cont_Par_9	-30	-60	46	220	17Networks_LH_ContA_IPS_7	7Networks_LH_Cont_Par_9
234	7Networks_LH_Cont_Temp_1	-58	-48	-14	239	17Networks_LH_ContB_Temp_2	7Networks_LH_Cont_Temp_1
235	7Networks_LH_Cont_OFC_1	-28	50	-14	186	17Networks_LH_SalVentAttnB_OFC_1	7Networks_LH_Cont_OFC_1
236	7Networks_LH_Cont_PFCl_1	-40	52	-8	249	17Networks_LH_ContB_PFClv_1	7Networks_LH_Cont_PFCl_1
237	7Networks_LH_Cont_PFCl_2	-46	44	0	234	17Networks_LH_ContA_PFClv_1	7Networks_LH_Cont_PFCl_2
238	7Networks_LH_Cont_PFCl_3	-38	52	10	251	17Networks_LH_ContB_PFClv_3	7Networks_LH_Cont_PFCl_3
239	7Networks_LH_Cont_PFCl_4	-48	34	12	235	17Networks_LH_ContA_PFClv_2	7Networks_LH_Cont_PFCl_4
240	7Networks_LH_Cont_PFCl_5	-28	56	10	252	17Networks_LH_ContB_PFClv_4	7Networks_LH_Cont_PFCl_5
241	7Networks_LH_Cont_PFCl_6	-50	10	14	225	17Networks_LH_ContA_PFCl_1	7Networks_LH_Cont_PFCl_6
242	7Networks_LH_Cont_PFCl_7	-40	40	18	236	17Networks_LH_ContA_PFClv_3	7Networks_LH_Cont_PFCl_7
243	7Networks_LH_Cont_PFCl_8	-48	18	24	226	17Networks_LH_ContA_PFCl_2	7Networks_LH_Cont_PFCl_8
244	7Networks_LH_Cont_PFCl_9	-48	6	22	227	17Networks_LH_ContA_PFCl_3	7Networks_LH_Cont_PFCl_9
245	7Networks_LH_Cont_PFCl_10	-44	26	26	228	17Networks_LH_ContA_PFCl_4	7Networks_LH_Cont_PFCl_10
246	7Networks_LH_Cont_PFCl_11	-42	36	30	229	17Networks_LH_ContA_PFCl_5	7Networks_LH_Cont_PFCl_11
247	7Networks_LH_Cont_PFCl_12	-38	16	28	230	17Networks_LH_ContA_PFCl_6	7Networks_LH_Cont_PFCl_12
248	7Networks_LH_Cont_PFCl_13	-46	22	36	247	17Networks_LH_ContB_PFCl_1	7Networks_LH_Cont_PFCl_13
249	7Networks_LH_Cont_PFCl_14	-34	32	38	179	17Networks_LH_SalVentAttnB_PFCl_3	7Networks_LH_Cont_PFCl_14
250	7Networks_LH_Cont_PFCl_15	-40	8	34	232	17Networks_LH_ContA_PFCl_8	7Networks_LH_Cont_PFCl_15
251	7Networks_LH_Cont_PFCv_1	-36	14	-8	180	17Networks_LH_SalVentAttnB_Ins_1	7Networks_LH_Cont_PFCv_1
252	7Networks_LH_Cont_PFCv_2	-28	22	-6	181	17Networks_LH_SalVentAttnB_Ins_2	7Networks_LH_Cont_PFCv_2
253	7Networks_LH_Cont_PFCv_3	-32	20	0	182	17Networks_LH_SalVentAttnB_Ins_3	7Networks_LH_Cont_PFCv_3
254	7Networks_LH_Cont_pCun_1	-8	-76	42	255	17Networks_LH_ContC_pCun_2	7Networks_LH_Cont_pCun_1
255	7Networks_LH_Cont_pCun_2	-4	-74	52	257	17Networks_LH_ContC_pCun_4	7Networks_LH_Cont_pCun_2
256	7Networks_LH_Cont_pCun_3	-4	-62	52	258	17Networks_LH_ContC_pCun_5	7Networks_LH_Cont_pCun_3
257	7Networks_LH_Cont_Cing_1	-2	18	24	187	17Networks_LH_SalVentAttnB_PFCmp_1	7Networks_LH_Cont_Cing_1
258	7Networks_LH_Cont_PFCmp_1	-8	32	24	188	17Networks_LH_SalVentAttnB_PFCmp_2	7Networks_LH_Cont_PFCmp_1
259	7Networks_LH_Cont_Cing_2	-4	-26	28	261	17Networks_LH_ContC_Cingp_2	7Networks_LH_Cont_Cing_2
260	7Networks_LH_Cont_Cing_3	-4	4	30	237	17Networks_LH_ContA_Cingm_1	7Networks_LH_Cont_Cing_3
261	7Networks_LH_Cont_Cing_4	-4	-12	30	262	17Networks_LH_ContC_Cingp_3	7Networks_LH_Cont_Cing_4
262	7Networks_LH_Cont_PFCmp_2	-4	32	34	189	17Networks_LH_SalVentAttnB_PFCmp_3	7Networks_LH_Cont_PFCmp_2
263	7Networks_LH_Cont_PFCmp_3	-4	28	48	253	17Networks_LH_ContB_PFCmp_1	7Networks_LH_Cont_PFCmp_3
264	7Networks_LH_Default_Temp_1	-48	2	-36	293	17Networks_LH_DefaultB_Temp_1	7Networks_LH_Default_Temp_1
265	7Networks_LH_Default_Temp_2	-60	-24	-26	294	17Networks_LH_DefaultB_Temp_2	7Networks_LH_Default_Temp_2
266	7Networks_LH_Default_Temp_3	-62	-16	-22	296	17Networks_LH_DefaultB_Temp_4	7Networks_LH_Default_Temp_3
267	7Networks_LH_Default_Temp_4	-52	6	-22	297	17Networks_LH_DefaultB_Temp_5	7Networks_LH_Default_Temp_4
268	7Networks_LH_Default_Temp_5	-60	-36	-16	238	17Networks_LH_ContB_Temp_1	7Networks_LH_Default_Temp_5
269	7Networks_LH_Default_Temp_6	-60	-10	-14	298	17Networks_LH_DefaultB_Temp_6	7Networks_LH_Default_Temp_6
270	7Networks_LH_Default_Temp_7	-64	-26	-8	299	17Networks_LH_DefaultB_Temp_7	7Networks_LH_Default_Temp_7
271	7Networks_LH_Default_Temp_8	-54	-4	-12	341	17Networks_LH_TempPar_1	7Networks_LH_Default_Temp_8
272	7Networks_LH_Default_Temp_9	-64	-44	-6	240	17Networks_LH_ContB_Temp_3	7Networks_LH_Default_Temp_9
273	7Networks_LH_Default_Temp_10	-52	-22	-6	300	17Networks_LH_DefaultB_Temp_8	7Networks_LH_Default_Temp_10
274	7Networks_LH_Default_Temp_11	-60	-34	-2	301	17Networks_LH_DefaultB_Temp_9	7Networks_LH_Default_Temp_11
275	7Networks_LH_Default_Temp_12	-58	-14	-4	342	17Networks_LH_TempPar_2	7Networks_LH_Default_Temp_12
276	7Networks_LH_Default_Temp_13	-50	-34	0	302	17Networks_LH_DefaultB_Temp_10	7Networks_LH_Default_Temp_13
277	7Networks_LH_Default_Temp_14	-64	-50	4	343	17Networks_LH_TempPar_3	7Networks_LH_Default_Temp_14
278	7Networks_LH_Default_Temp_15	-62	-26	2	344	17Networks_LH_TempPar_4	7Networks_LH_Default_Temp_15
279	7Networks_LH_Default_Temp_16	-52	-44	6	345	17Networks_LH_TempPar_5	7Networks_LH_Default_Temp_16
280	7Networks_LH_Default_Par_1	-46	-50	14	348	17Networks_LH_TempPar_8	7Networks_LH_Default_Par_1
281	7Networks_LH_Default_Par_2	-58	-50	16	349	17Networks_LH_TempPar_9	7Networks_LH_Default_Par_2
282	7Networks_LH_Default_Par_3	-44	-74	24	328	17Networks_LH_DefaultC_IPL_1	7Networks_LH_Default_Par_3
283	7Networks_LH_Default_Par_4	-46	-62	22	303	17Networks_LH_DefaultB_IPL_1	7Networks_LH_Default_Par_4
284	7Networks_LH_Default_Par_5	-48	-54	24	304	17Networks_LH_DefaultB_IPL_2	7Networks_LH_Default_Par_5
285	7Networks_LH_Default_Par_6	-48	-68	32	263	17Networks_LH_DefaultA_IPL_1	7Networks_LH_Default_Par_6
286	7Networks_LH_Default_Par_7	-60	-52	30	305	17Networks_LH_DefaultB_IPL_3	7Networks_LH_Default_Par_7
287	7Networks_LH_Default_Par_8	-46	-60	34	306	17Networks_LH_DefaultB_IPL_4	7Networks_LH_Default_Par_8
288	7Networks_LH_Default_Par_9	-54	-56	34	307	17Networks_LH_DefaultB_IPL_5	7Networks_LH_Default_Par_9
289	7Networks_LH_Default_Par_10	-38	-76	44	264	17Networks_LH_DefaultA_IPL_2	7Networks_LH_Default_Par_10
290	7Networks_LH_Default_Par_11	-44	-66	46	265	17Networks_LH_DefaultA_IPL_3	7Networks_LH_Default_Par_11
291	7Networks_LH_Default_Par_12	-50	-58	46	241	17Networks_LH_ContB_IPL_1	7Networks_LH_Default_Par_12
292	7Networks_LH_Default_PFC_1	-28	16	-16	321	17Networks_LH_DefaultB_PFCv_1	7Networks_LH_Default_PFC_1
293	7Networks_LH_Default_PFC_2	-36	36	-12	322	17Networks_LH_DefaultB_PFCv_2	7Networks_LH_Default_PFC_2
294	7Networks_LH_Default_PFC_3	-38	24	-14	323	17Networks_LH_DefaultB_PFCv_3	7Networks_LH_Default_PFC_3
295	7Networks_LH_Default_PFC_4	-44	38	-18	324	17Networks_LH_DefaultB_PFCv_4	7Networks_LH_Default_PFC_4
296	7Networks_LH_Default_PFC_5	-4	56	-10	284	17Networks_LH_DefaultA_PFCm_1	7Networks_LH_Default_PFC_5
297	7Networks_LH_Default_PFC_6	-6	38	-8	285	17Networks_LH_DefaultA_PFCm_2	7Networks_LH_Default_PFC_6
298	7Networks_LH_Default_PFC_7	-4	24	-6	286	17Networks_LH_DefaultA_PFCm_3	7Networks_LH_Default_PFC_7
299	7Networks_LH_Default_PFC_8	-48	32	-8	325	17Networks_LH_DefaultB_PFCv_5	7Networks_LH_Default_PFC_8
300	7Networks_LH_Default_PFC_9	-28	58	-2	250	17Networks_LH_ContB_PFClv_2	7Networks_LH_Default_PFC_9
301	7Networks_LH_Default_PFC_10	-14	68	2	287	17Networks_LH_DefaultA_PFCm_4	7Networks_LH_Default_PFC_10
302	7Networks_LH_Default_PFC_11	-48	28	0	326	17Networks_LH_DefaultB_PFCv_6	7Networks_LH_Default_PFC_11
303	7Networks_LH_Default_PFC_12	-6	46	4	288	17Networks_LH_DefaultA_PFCm_5	7Networks_LH_Default_PFC_12
304	7Networks_LH_Default_PFC_13	-6	60	6	289	17Networks_LH_DefaultA_PFCm_6	7Networks_LH_Default_PFC_13
305	7Networks_LH_Default_PFC_14	-54	20	10	327	17Networks_LH_DefaultB_PFCv_7	7Networks_LH_Default_PFC_14
306	7Networks_LH_Default_PFC_15	-20	66	12	290	17Networks_LH_DefaultA_PFCm_7	7Networks_LH_Default_PFC_15
307	7Networks_LH_Default_PFC_16	-2	32	14	291	17Networks_LH_DefaultA_PFCm_8	7Networks_LH_Default_PFC_16
308	7Networks_LH_Default_PFC_17	-8	42	14	292	17Networks_LH_DefaultA_PFCm_9	7Networks_LH_Default_PFC_17
309	7Networks_LH_Default_PFC_18	-6	66	18	308	17Networks_LH_DefaultB_PFCd_1	7Networks_LH_Default_PFC_18
310	7Networks_LH_Default_PFC_19	-4	52	22	309	17Networks_LH_DefaultB_PFCd_2	7Networks_LH_Default_PFC_19
311	7Networks_LH_Default_PFC_20	-22	54	26	310	17Networks_LH_DefaultB_PFCd_3	7Networks_LH_Default_PFC_20
312	7Networks_LH_Default_PFC_21	-14	56	32	311	17Networks_LH_DefaultB_PFCd_4	7Networks_LH_Default_PFC_21
313	7Networks_LH_Default_PFC_22	-4	50	38	312	17Networks_LH_DefaultB_PFCd_5	7Networks_LH_Default_PFC_22
314	7Networks_LH_Default_PFC_23	-20	42	42	266	17Networks_LH_DefaultA_PFCd_1	7Networks_LH_Default_PFC_23
315	7Networks_LH_Default_PFC_24	-28	30	48	267	17Networks_LH_DefaultA_PFCd_2	7Networks_LH_Default_PFC_24
316	7Networks_LH_Default_PFC_25	-40	22	46	248	17Networks_LH_ContB_PFCl_2	7Networks_LH_Default_PFC_25
317	7Networks_LH_Default_PFC_26	-42	12	42	318	17Networks_LH_DefaultB_PFCl_1	7Networks_LH_Default_PFC_26
318	7Networks_LH_Default_PFC_27	-22	26	40	268	17Networks_LH_DefaultA_PFCd_3	7Networks_LH_Default_PFC_27
319	7Networks_LH_Default_PFC_28	-8	42	52	313	17Networks_LH_DefaultB_PFCd_6	7Networks_LH_Default_PFC_28
320	7Networks_LH_Default_PFC_29	-42	6	48	319	17Networks_LH_DefaultB_PFCl_2	7Networks_LH_Default_PFC_29
321	7Networks_LH_Default_PFC_30	-20	32	50	269	17Networks_LH_DefaultA_PFCd_4	7Networks_LH_Default_PFC_30
322	7Networks_LH_Default_PFC_31	-38	12	58	320	17Networks_LH_DefaultB_PFCl_3	7Networks_LH_Default_PFC_31
323	7Networks_LH_Default_PFC_32	-30	16	56	246	17Networks_LH_ContB_PFCd_1	7Networks_LH_Default_PFC_32
324	7Networks_LH_Default_PFC_33	-22	18	52	270	17Networks_LH_DefaultA_PFCd_5	7Networks_LH_Default_PFC_33
325	7Networks_LH_Default_PFC_34	-10	26	60	314	17Networks_LH_DefaultB_PFCd_7	7Networks_LH_Default_PFC_34
326	7Networks_LH_Default_PFC_35	-4	14	60	315	17Networks_LH_DefaultB_PFCd_8	7Networks_LH_Default_PFC_35
327	7Networks_LH_Default_PFC_36	-18	18	64	316	17Networks_LH_DefaultB_PFCd_9	7Networks_LH_Default_PFC_36
328	7Networks_LH_Default_PFC_37	-10	10	68	317	17Networks_LH_DefaultB_PFCd_10	7Networks_LH_Default_PFC_37
329	7Networks_LH_Default_pCunPCC_1	-10	-52	8	331	17Networks_LH_DefaultC_Rsp_2	7Networks_LH_Default_pCunPCC_1
330	7Networks_LH_Default_pCunPCC_2	-14	-58	16	332	17Networks_LH_DefaultC_Rsp_3	7Networks_LH_Default_pCunPCC_2
331	7Networks_LH_Default_pCunPCC_3	-6	-46	16	271	17Networks_LH_DefaultA_pCunPCC_1	7Networks_LH_Default_pCunPCC_3
332	7Networks_LH_Default_pCunPCC_4	-6	-58	12	333	17Networks_LH_DefaultC_Rsp_4	7Networks_LH_Default_pCunPCC_4
333	7Networks_LH_Default_pCunPCC_5	-8	-62	20	334	17Networks_LH_DefaultC_Rsp_5	7Networks_LH_Default_pCunPCC_5
334	7Networks_LH_Default_pCunPCC_6	-16	-64	22	335	17Networks_LH_DefaultC_Rsp_6	7Networks_LH_Default_pCunPCC_6
335	7Networks_LH_Default_pCunPCC_7	-4	-54	20	272	17Networks_LH_DefaultA_pCunPCC_2	7Networks_LH_Default_pCunPCC_7
336	7Networks_LH_Default_pCunPCC_8	-6	-40	24	260	17Networks_LH_ContC_Cingp_1	7Networks_LH_Default_pCunPCC_8
337	7Networks_LH_Default_pCunPCC_9	-4	-66	24	273	17Networks_LH_DefaultA_pCunPCC_3	7Networks_LH_Default_pCunPCC_9
338	7Networks_LH_Default_pCunPCC_10	-6	-56	28	274	17Networks_LH_DefaultA_pCunPCC_4	7Networks_LH_Default_pCunPCC_10
339	7Networks_LH_Default_pCunPCC_11	-10	-70	30	254	17Networks_LH_ContC_pCun_1	7Networks_LH_Default_pCunPCC_11
340	7Networks_LH_Default_pCunPCC_12	-4	-42	30	275	17Networks_LH_DefaultA_pCunPCC_5	7Networks_LH_Default_pCunPCC_12
341	7Networks_LH_Default_pCunPCC_13	-4	-34	30	276	17Networks_LH_DefaultA_pCunPCC_6	7Networks_LH_Default_pCunPCC_13
342	7Networks_LH_Default_pCunPCC_14	-4	-62	34	277	17Networks_LH_DefaultA_pCunPCC_7	7Networks_LH_Default_pCunPCC_14
343	7Networks_LH_Default_pCunPCC_15	-2	-18	36	278	17Networks_LH_DefaultA_pCunPCC_8	7Networks_LH_Default_pCunPCC_15
344	7Networks_LH_Default_pCunPCC_16	-4	-32	38	279	17Networks_LH_DefaultA_pCunPCC_9	7Networks_LH_Default_pCunPCC_16
345	7Networks_LH_Default_pCunPCC_17	-12	-50	34	280	17Networks_LH_DefaultA_pCunPCC_10	7Networks_LH_Default_pCunPCC_17
346	7Networks_LH_Default_pCunPCC_18	-6	-42	40	281	17Networks_LH_DefaultA_pCunPCC_11	7Networks_LH_Default_pCunPCC_18
347	7Networks_LH_Default_pCunPCC_19	-2	-68	42	256	17Networks_LH_ContC_pCun_3	7Networks_LH_Default_pCunPCC_19
348	7Networks_LH_Default_pCunPCC_20	-6	-58	44	282	17Networks_LH_DefaultA_pCunPCC_12	7Networks_LH_Default_pCunPCC_20
349	7Networks_LH_Default_pCunPCC_21	-6	-48	44	283	17Networks_LH_DefaultA_pCunPCC_13	7Networks_LH_Default_pCunPCC_21
350	7Networks_LH_Default_PHC_1	-20	-24	-22	337	17Networks_LH_DefaultC_PHC_2	7Networks_LH_Default_PHC_1
351	7Networks_RH_Vis_1	32	-36	-22	461	17Networks_RH_DorsAttnA_TempOcc_2	7Networks_RH_Vis_1
352	7Networks_RH_Vis_2	40	-46	-22	354	17Networks_RH_VisCent_ExStr_1	7Networks_RH_Vis_2
353	7Networks_RH_Vis_3	32	-30	-18	685	17Networks_RH_DefaultC_PHC_2	7Networks_RH_Vis_3
354	7Networks_RH_Vis_4	30	-54	-16	355	17Networks_RH_VisCent_ExStr_2	7Networks_RH_Vis_4
355	7Networks_RH_Vis_5	46	-52	-18	463	17Networks_RH_DorsAttnA_TempOcc_4	7Networks_RH_Vis_5
356	7Networks_RH_Vis_6	38	-60	-16	356	17Networks_RH_VisCent_ExStr_3	7Networks_RH_Vis_6
357	7Networks_RH_Vis_7	28	-54	-10	357	17Networks_RH_VisCent_ExStr_4	7Networks_RH_Vis_7
358	7Networks_RH_Vis_8	22	-32	-16	686	17Networks_RH_DefaultC_PHC_3	7Networks_RH_Vis_8
359	7Networks_RH_Vis_9	26	-76	-12	358	17Networks_RH_VisCent_ExStr_5	7Networks_RH_Vis_9
360	7Networks_RH_Vis_10	38	-76	-16	359	17Networks_RH_VisCent_ExStr_6	7Networks_RH_Vis_10
361	7Networks_RH_Vis_11	48	-64	-12	465	17Networks_RH_DorsAttnA_TempOcc_6	7Networks_RH_Vis_11
362	7Networks_RH_Vis_12	24	-48	-8	381	17Networks_RH_VisPeri_ExStrInf_1	7Networks_RH_Vis_12
363	7Networks_RH_Vis_13	20	-70	-8	360	17Networks_RH_VisCent_ExStr_7	7Networks_RH_Vis_13
364	7Networks_RH_Vis_14	20	-88	-12	361	17Networks_RH_VisCent_ExStr_8	7Networks_RH_Vis_14
365	7Networks_RH_Vis_15	18	-64	-6	382	17Networks_RH_VisPeri_ExStrInf_2	7Networks_RH_Vis_15
366	7Networks_RH_Vis_16	42	-82	-16	362	17Networks_RH_VisCent_ExStr_9	7Networks_RH_Vis_16
367	7Networks_RH_Vis_17	18	-38	-12	383	17Networks_RH_VisPeri_ExStrInf_3	7Networks_RH_Vis_17
368	7Networks_RH_Vis_18	14	-82	-14	363	17Networks_RH_VisCent_ExStr_10	7Networks_RH_Vis_18
369	7Networks_RH_Vis_19	14	-56	-4	384	17Networks_RH_VisPeri_ExStrInf_4	7Networks_RH_Vis_19
370	7Networks_RH_Vis_20	8	-72	-4	385	17Networks_RH_VisPeri_ExStrInf_5	7Networks_RH_Vis_20
371	7Networks_RH_Vis_21	50	-72	-6	364	17Networks_RH_VisCent_ExStr_11	7Networks_RH_Vis_21
372	7Networks_RH_Vis_22	26	-96	-12	365	17Networks_RH_VisCent_ExStr_12	7Networks_RH_Vis_22
373	7Networks_RH_Vis_23	6	-88	-8	366	17Networks_RH_VisCent_ExStr_13	7Networks_RH_Vis_23
374	7Networks_RH_Vis_24	16	-40	-6	386	17Networks_RH_VisPeri_ExStrInf_6	7Networks_RH_Vis_24
375	7Networks_RH_Vis_25	12	-96	-8	351	17Networks_RH_VisCent_Striate_1	7Networks_RH_Vis_25
376	7Networks_RH_Vis_26	40	-88	-6	367	17Networks_RH_VisCent_ExStr_14	7Networks_RH_Vis_26
377	7Networks_RH_Vis_27	8	-60	4	387	17Networks_RH_VisPeri_ExStrInf_7	7Networks_RH_Vis_27
378	7Networks_RH_Vis_28	18	-50	0	388	17Networks_RH_VisPeri_ExStrInf_8	7Networks_RH_Vis_28
379	7Networks_RH_Vis_29	4	-74	4	377	17Networks_RH_VisPeri_StriCal_1	7Networks_RH_Vis_29
380	7Networks_RH_Vis_30	46	-62	2	467	17Networks_RH_DorsAttnA_TempOcc_8	7Networks_RH_Vis_30
381	7Networks_RH_Vis_31	14	-62	4	378	17Networks_RH_VisPeri_StriCal_2	7Networks_RH_Vis_31
382	7Networks_RH_Vis_32	52	-72	2	368	17Networks_RH_VisCent_ExStr_15	7Networks_RH_Vis_32
383	7Networks_RH_Vis_33	14	-44	2	389	17Networks_RH_VisPeri_ExStrInf_9	7Networks_RH_Vis_33
384	7Networks_RH_Vis_34	26	-98	2	369	17Networks_RH_VisCent_ExStr_16	7Networks_RH_Vis_34
385	7Networks_RH_Vis_35	34	-90	0	370	17Networks_RH_VisCent_ExStr_17	7Networks_RH_Vis_35
386	7Networks_RH_Vis_36	12	-102	4	352	17Networks_RH_VisCent_Striate_2	7Networks_RH_Vis_36
387	7Networks_RH_Vis_37	8	-92	2	353	17Networks_RH_VisCent_Striate_3	7Networks_RH_Vis_37
388	7Networks_RH_Vis_38	24	-56	4	390	17Networks_RH_VisPeri_ExStrInf_10	7Networks_RH_Vis_38
389	7Networks_RH_Vis_39	44	-80	2	371	17Networks_RH_VisCent_ExStr_18	7Networks_RH_Vis_39
390	7Networks_RH_Vis_40	8	-82	6	379	17Networks_RH_VisPeri_StriCal_3	7Networks_RH_Vis_40
391	7Networks_RH_Vis_41	12	-70	10	380	17Networks_RH_VisPeri_StriCal_4	7Networks_RH_Vis_41
392	7Networks_RH_Vis_42	50	-66	10	469	17Networks_RH_DorsAttnA_ParOcc_2	7Networks_RH_Vis_42
393	7Networks_RH_Vis_43	22	-62	8	391	17Networks_RH_VisPeri_ExStrSup_1	7Networks_RH_Vis_43
394	7Networks_RH_Vis_44	24	-98	14	372	17Networks_RH_VisCent_ExStr_19	7Networks_RH_Vis_44
395	7Networks_RH_Vis_45	34	-88	6	373	17Networks_RH_VisCent_ExStr_20	7Networks_RH_Vis_45
396	7Networks_RH_Vis_46	6	-90	16	392	17Networks_RH_VisPeri_ExStrSup_2	7Networks_RH_Vis_46
397	7Networks_RH_Vis_47	14	-96	18	374	17Networks_RH_VisCent_ExStr_21	7Networks_RH_Vis_47
398	7Networks_RH_Vis_48	44	-78	12	470	17Networks_RH_DorsAttnA_ParOcc_3	7Networks_RH_Vis_48
399	7Networks_RH_Vis_49	14	-64	16	393	17Networks_RH_VisPeri_ExStrSup_3	7Networks_RH_Vis_49
400	7Networks_RH_Vis_50	28	-88	18	375	17Networks_RH_VisCent_ExStr_22	7Networks_RH_Vis_50
401	7Networks_RH_Vis_51	6	-78	24	394	17Networks_RH_VisPeri_ExStrSup_4	7Networks_RH_Vis_51
402	7Networks_RH_Vis_52	22	-60	22	683	17Networks_RH_DefaultC_Rsp_3	7Networks_RH_Vis_52
403	7Networks_RH_Vis_53	16	-72	24	395	17Networks_RH_VisPeri_ExStrSup_5	7Networks_RH_Vis_53
404	7Networks_RH_Vis_54	8	-88	32	396	17Networks_RH_VisPeri_ExStrSup_6	7Networks_RH_Vis_54
405	7Networks_RH_Vis_55	18	-90	28	397	17Networks_RH_VisPeri_ExStrSup_7	7Networks_RH_Vis_55
406	7Networks_RH_Vis_56	36	-82	22	474	17Networks_RH_DorsAttnA_ParOcc_7	7Networks_RH_Vis_56
407	7Networks_RH_Vis_57	28	-82	28	376	17Networks_RH_VisCent_ExStr_23	7Networks_RH_Vis_57
408	7Networks_RH_Vis_58	14	-80	36	398	17Networks_RH_VisPeri_ExStrSup_8	7Networks_RH_Vis_58
409	7Networks_RH_Vis_59	32	-72	24	476	17Networks_RH_DorsAttnA_SPL_1	7Networks_RH_Vis_59
410	7Networks_RH_Vis_60	20	-86	40	399	17Networks_RH_VisPeri_ExStrSup_9	7Networks_RH_Vis_60
411	7Networks_RH_Vis_61	22	-80	48	400	17Networks_RH_VisPeri_ExStrSup_10	7Networks_RH_Vis_61
412	7Networks_RH_Vis_62	28	-78	42	478	17Networks_RH_DorsAttnA_SPL_3	7Networks_RH_Vis_62
413	7Networks_RH_SomMot_1	52	6	-6	452	17Networks_RH_SomMotB_Aud_1	7Networks_RH_SomMot_1
414	7Networks_RH_SomMot_2	60	-2	-6	690	17Networks_RH_TempPar_4	7Networks_RH_SomMot_2
415	7Networks_RH_SomMot_3	48	-10	-4	453	17Networks_RH_SomMotB_Aud_2	7Networks_RH_SomMot_3
416	7Networks_RH_SomMot_4	66	-8	-2	454	17Networks_RH_SomMotB_Aud_3	7Networks_RH_SomMot_4
417	7Networks_RH_SomMot_5	60	-18	-2	691	17Networks_RH_TempPar_5	7Networks_RH_SomMot_5
418	7Networks_RH_SomMot_6	54	-14	6	455	17Networks_RH_SomMotB_Aud_4	7Networks_RH_SomMot_6
419	7Networks_RH_SomMot_7	68	-16	6	456	17Networks_RH_SomMotB_Aud_5	7Networks_RH_SomMot_7
