index	ROIName7	R	A	S	ROILabel17	ROIName17	name
622	7Networks_RH_Cont_PFCl_20	38	34	40	610	17Networks_RH_ContB_PFCld_2	7Networks_RH_Cont_PFCl_20
623	7Networks_RH_Cont_PFCl_21	46	16	42	611	17Networks_RH_ContB_PFCld_3	7Networks_RH_Cont_PFCl_21
624	7Networks_RH_Cont_PFCl_22	44	6	50	612	17Networks_RH_ContB_PFCld_4	7Networks_RH_Cont_PFCl_22
625	7Networks_RH_Cont_PFCl_23	40	16	54	613	17Networks_RH_ContB_PFCld_5	7Networks_RH_Cont_PFCl_23
626	7Networks_RH_Cont_PFCl_24	30	16	54	614	17Networks_RH_ContB_PFCld_6	7Networks_RH_Cont_PFCl_24
627	7Networks_RH_Cont_PFCl_25	24	20	46	615	17Networks_RH_ContB_PFCld_7	7Networks_RH_Cont_PFCl_25
628	7Networks_RH_Cont_PFCl_26	24	10	64	586	17Networks_RH_ContA_PFCd_3	7Networks_RH_Cont_PFCl_26
629	7Networks_RH_Cont_pCun_1	14	-70	38	626	17Networks_RH_ContC_pCun_2	7Networks_RH_Cont_pCun_1
630	7Networks_RH_Cont_pCun_3	6	-62	46	631	17Networks_RH_ContC_pCun_7	7Networks_RH_Cont_pCun_3
631	7Networks_RH_Cont_pCun_4	6	-72	50	632	17Networks_RH_ContC_pCun_8	7Networks_RH_Cont_pCun_4
632	7Networks_RH_Cont_Cing_1	6	10	28	596	17Networks_RH_ContA_Cingm_1	7Networks_RH_Cont_Cing_1
633	7Networks_RH_Cont_Cing_2	6	-26	28	636	17Networks_RH_ContC_Cingp_2	7Networks_RH_Cont_Cing_2
634	7Networks_RH_Cont_Cing_3	6	-2	30	597	17Networks_RH_ContA_Cingm_2	7Networks_RH_Cont_Cing_3
635	7Networks_RH_Cont_PFCmp_1	8	36	20	547	17Networks_RH_SalVentAttnB_PFCmp_1	7Networks_RH_Cont_PFCmp_1
636	7Networks_RH_Cont_PFCmp_2	6	32	34	549	17Networks_RH_SalVentAttnB_PFCmp_3	7Networks_RH_Cont_PFCmp_2
637	7Networks_RH_Cont_PFCmp_3	4	30	48	624	17Networks_RH_ContB_PFCmp_1	7Networks_RH_Cont_PFCmp_3
638	7Networks_RH_Default_Par_1	50	-50	16	638	17Networks_RH_DefaultA_IPL_1	7Networks_RH_Default_Par_1
639	7Networks_RH_Default_Par_2	52	-46	20	699	17Networks_RH_TempPar_13	7Networks_RH_Default_Par_2
640	7Networks_RH_Default_Par_3	46	-54	26	639	17Networks_RH_DefaultA_IPL_2	7Networks_RH_Default_Par_3
641	7Networks_RH_Default_Par_4	56	-50	24	640	17Networks_RH_DefaultA_IPL_3	7Networks_RH_Default_Par_4
642	7Networks_RH_Default_Par_5	48	-60	28	641	17Networks_RH_DefaultA_IPL_4	7Networks_RH_Default_Par_5
643	7Networks_RH_Default_Par_6	56	-44	30	602	17Networks_RH_ContB_IPL_1	7Networks_RH_Default_Par_6
644	7Networks_RH_Default_Par_7	48	-72	30	680	17Networks_RH_DefaultC_IPL_1	7Networks_RH_Default_Par_7
645	7Networks_RH_Default_Par_8	56	-56	30	642	17Networks_RH_DefaultA_IPL_5	7Networks_RH_Default_Par_8
646	7Networks_RH_Default_Par_9	56	-48	38	603	17Networks_RH_ContB_IPL_2	7Networks_RH_Default_Par_9
647	7Networks_RH_Default_Par_10	50	-62	40	643	17Networks_RH_DefaultA_IPL_6	7Networks_RH_Default_Par_10
648	7Networks_RH_Default_Temp_1	46	10	-38	667	17Networks_RH_DefaultB_AntTemp_1	7Networks_RH_Default_Temp_1
649	7Networks_RH_Default_Temp_2	60	-8	-26	668	17Networks_RH_DefaultB_AntTemp_2	7Networks_RH_Default_Temp_2
650	7Networks_RH_Default_Temp_3	52	8	-26	670	17Networks_RH_DefaultB_AntTemp_4	7Networks_RH_Default_Temp_3
651	7Networks_RH_Default_Temp_4	60	-6	-16	637	17Networks_RH_DefaultA_Temp_1	7Networks_RH_Default_Temp_4
652	7Networks_RH_Default_Temp_5	66	-24	-16	599	17Networks_RH_ContB_Temp_2	7Networks_RH_Default_Temp_5
653	7Networks_RH_Default_Temp_6	54	4	-16	687	17Networks_RH_TempPar_1	7Networks_RH_Default_Temp_6
654	7Networks_RH_Default_Temp_7	64	-20	-8	665	17Networks_RH_DefaultB_Temp_1	7Networks_RH_Default_Temp_7
655	7Networks_RH_Default_Temp_8	50	-8	-12	688	17Networks_RH_TempPar_2	7Networks_RH_Default_Temp_8
656	7Networks_RH_Default_Temp_9	50	-20	-8	689	17Networks_RH_TempPar_3	7Networks_RH_Default_Temp_9
657	7Networks_RH_Default_Temp_10	62	-32	-2	666	17Networks_RH_DefaultB_Temp_2	7Networks_RH_Default_Temp_10
658	7Networks_RH_Default_Temp_11	50	-32	0	692	17Networks_RH_TempPar_6	7Networks_RH_Default_Temp_11
659	7Networks_RH_Default_Temp_12	62	-44	4	693	17Networks_RH_TempPar_7	7Networks_RH_Default_Temp_12
660	7Networks_RH_Default_PFCv_1	30	20	-20	676	17Networks_RH_DefaultB_PFCv_1	7Networks_RH_Default_PFCv_1
661	7Networks_RH_Default_PFCv_2	36	38	-12	618	17Networks_RH_ContB_PFClv_2	7Networks_RH_Default_PFCv_2
662	7Networks_RH_Default_PFCv_3	40	26	-16	677	17Networks_RH_DefaultB_PFCv_2	7Networks_RH_Default_PFCv_3
663	7Networks_RH_Default_PFCv_4	48	32	-8	678	17Networks_RH_DefaultB_PFCv_3	7Networks_RH_Default_PFCv_4
664	7Networks_RH_Default_PFCv_5	50	30	0	679	17Networks_RH_DefaultB_PFCv_4	7Networks_RH_Default_PFCv_5
665	7Networks_RH_Default_PFCdPFCm_1	4	40	-14	657	17Networks_RH_DefaultA_PFCm_1	7Networks_RH_Default_PFCdPFCm_1
666	7Networks_RH_Default_PFCdPFCm_2	6	52	-6	658	17Networks_RH_DefaultA_PFCm_2	7Networks_RH_Default_PFCdPFCm_2
667	7Networks_RH_Default_PFCdPFCm_3	6	34	-6	659	17Networks_RH_DefaultA_PFCm_3	7Networks_RH_Default_PFCdPFCm_3
668	7Networks_RH_Default_PFCdPFCm_4	8	44	0	660	17Networks_RH_DefaultA_PFCm_4	7Networks_RH_Default_PFCdPFCm_4
669	7Networks_RH_Default_PFCdPFCm_5	8	58	10	661	17Networks_RH_DefaultA_PFCm_5	7Networks_RH_Default_PFCdPFCm_5
670	7Networks_RH_Default_PFCdPFCm_6	8	40	10	662	17Networks_RH_DefaultA_PFCm_6	7Networks_RH_Default_PFCdPFCm_6
671	7Networks_RH_Default_PFCdPFCm_7	18	66	14	663	17Networks_RH_DefaultA_PFCm_7	7Networks_RH_Default_PFCdPFCm_7
672	7Networks_RH_Default_PFCdPFCm_8	6	24	20	550	17Networks_RH_SalVentAttnB_Cinga_1	7Networks_RH_Default_PFCdPFCm_8
673	7Networks_RH_Default_PFCdPFCm_9	6	46	22	664	17Networks_RH_DefaultA_PFCm_8	7Networks_RH_Default_PFCdPFCm_9
674	7Networks_RH_Default_PFCdPFCm_10	6	58	28	671	17Networks_RH_DefaultB_PFCd_1	7Networks_RH_Default_PFCdPFCm_10
675	7Networks_RH_Default_PFCdPFCm_11	16	52	34	672	17Networks_RH_DefaultB_PFCd_2	7Networks_RH_Default_PFCdPFCm_11
676	7Networks_RH_Default_PFCdPFCm_12	4	46	40	673	17Networks_RH_DefaultB_PFCd_3	7Networks_RH_Default_PFCdPFCm_12
677	7Networks_RH_Default_PFCdPFCm_13	24	36	34	644	17Networks_RH_DefaultA_PFCd_1	7Networks_RH_Default_PFCdPFCm_13
678	7Networks_RH_Default_PFCdPFCm_14	12	46	48	674	17Networks_RH_DefaultB_PFCd_4	7Networks_RH_Default_PFCdPFCm_14
679	7Networks_RH_Default_PFCdPFCm_15	28	30	42	645	17Networks_RH_DefaultA_PFCd_2	7Networks_RH_Default_PFCdPFCm_15
680	7Networks_RH_Default_PFCdPFCm_16	24	40	46	646	17Networks_RH_DefaultA_PFCd_3	7Networks_RH_Default_PFCdPFCm_16
681	7Networks_RH_Default_PFCdPFCm_17	14	34	56	675	17Networks_RH_DefaultB_PFCd_5	7Networks_RH_Default_PFCdPFCm_17
682	7Networks_RH_Default_PFCdPFCm_18	22	24	56	616	17Networks_RH_ContB_PFCld_8	7Networks_RH_Default_PFCdPFCm_18
683	7Networks_RH_Default_PFCdPFCm_19	10	20	62	535	17Networks_RH_SalVentAttnB_PFCd_1	7Networks_RH_Default_PFCdPFCm_19
684	7Networks_RH_Default_pCunPCC_1	12	-50	8	681	17Networks_RH_DefaultC_Rsp_1	7Networks_RH_Default_pCunPCC_1
685	7Networks_RH_Default_pCunPCC_2	8	-46	14	647	17Networks_RH_DefaultA_pCunPCC_1	7Networks_RH_Default_pCunPCC_2
686	7Networks_RH_Default_pCunPCC_3	12	-56	16	682	17Networks_RH_DefaultC_Rsp_2	7Networks_RH_Default_pCunPCC_3
687	7Networks_RH_Default_pCunPCC_4	6	-52	18	648	17Networks_RH_DefaultA_pCunPCC_2	7Networks_RH_Default_pCunPCC_4
688	7Networks_RH_Default_pCunPCC_5	8	-42	24	635	17Networks_RH_ContC_Cingp_1	7Networks_RH_Default_pCunPCC_5
689	7Networks_RH_Default_pCunPCC_6	4	-62	24	649	17Networks_RH_DefaultA_pCunPCC_3	7Networks_RH_Default_pCunPCC_6
690	7Networks_RH_Default_pCunPCC_7	16	-64	28	625	17Networks_RH_ContC_pCun_1	7Networks_RH_Default_pCunPCC_7
691	7Networks_RH_Default_pCunPCC_8	6	-50	28	650	17Networks_RH_DefaultA_pCunPCC_4	7Networks_RH_Default_pCunPCC_8
692	7Networks_RH_Default_pCunPCC_9	4	-40	30	651	17Networks_RH_DefaultA_pCunPCC_5	7Networks_RH_Default_pCunPCC_9
693	7Networks_RH_Default_pCunPCC_10	4	-62	30	652	17Networks_RH_DefaultA_pCunPCC_6	7Networks_RH_Default_pCunPCC_10
694	7Networks_RH_Default_pCunPCC_11	4	-30	38	653	17Networks_RH_DefaultA_pCunPCC_7	7Networks_RH_Default_pCunPCC_11
695	7Networks_RH_Default_pCunPCC_12	8	-42	36	654	17Networks_RH_DefaultA_pCunPCC_8	7Networks_RH_Default_pCunPCC_12
696	7Networks_RH_Default_pCunPCC_13	12	-50	34	655	17Networks_RH_DefaultA_pCunPCC_9	7Networks_RH_Default_pCunPCC_13
697	7Networks_RH_Default_pCunPCC_14	6	-58	38	656	17Networks_RH_DefaultA_pCunPCC_10	7Networks_RH_Default_pCunPCC_14
698	7Networks_RH_Default_pCunPCC_15	4	-70	40	627	17Networks_RH_ContC_pCun_3	7Networks_RH_Default_pCunPCC_15
699	7Networks_RH_Default_pCunPCC_16	8	-50	44	630	17Networks_RH_ContC_pCun_6	7Networks_RH_Default_pCunPCC_16
700	7Networks_RH_Cont_pCun_2	4	-42	42	628	17Networks_RH_ContC_pCun_4	7Networks_RH_Cont_pCun_2
