index	ROIName7	R	A	S	ROILabel17	ROIName17	name
212	7Networks_RH_DorsAttn_Post_11	34	-50	52	201	17Networks_RH_DorsAttnA_SPL_3	7Networks_RH_DorsAttn_Post_11
213	7Networks_RH_DorsAttn_Post_12	26	-60	62	202	17Networks_RH_DorsAttnA_SPL_4	7Networks_RH_DorsAttn_Post_12
214	7Networks_RH_DorsAttn_Post_13	8	-56	62	207	17Networks_RH_DorsAttnB_PostC_5	7Networks_RH_DorsAttn_Post_13
215	7Networks_RH_DorsAttn_Post_14	20	-48	70	208	17Networks_RH_DorsAttnB_PostC_6	7Networks_RH_DorsAttn_Post_14
216	7Networks_RH_DorsAttn_FEF_1	34	-4	52	209	17Networks_RH_DorsAttnB_FEF_1	7Networks_RH_DorsAttn_FEF_1
217	7Networks_RH_DorsAttn_FEF_2	24	8	58	249	17Networks_RH_ContA_PFCd_1	7Networks_RH_DorsAttn_FEF_2
218	7Networks_RH_DorsAttn_FEF_3	26	-8	62	210	17Networks_RH_DorsAttnB_FEF_2	7Networks_RH_DorsAttn_FEF_3
219	7Networks_RH_DorsAttn_PrCv_1	50	8	26	252	17Networks_RH_ContA_PFCl_3	7Networks_RH_DorsAttn_PrCv_1
220	7Networks_RH_SalVentAttn_TempOccPar_1	58	-46	8	298	17Networks_RH_TempPar_5	7Networks_RH_SalVentAttn_TempOccPar_1
221	7Networks_RH_SalVentAttn_TempOccPar_2	64	-34	22	211	17Networks_RH_SalVentAttnA_ParOper_1	7Networks_RH_SalVentAttn_TempOccPar_2
222	7Networks_RH_SalVentAttn_TempOccPar_3	52	-28	26	212	17Networks_RH_SalVentAttnA_ParOper_2	7Networks_RH_SalVentAttn_TempOccPar_3
223	7Networks_RH_SalVentAttn_TempOccPar_4	62	-20	24	213	17Networks_RH_SalVentAttnA_ParOper_3	7Networks_RH_SalVentAttn_TempOccPar_4
224	7Networks_RH_SalVentAttn_TempOccPar_5	62	-26	38	214	17Networks_RH_SalVentAttnA_ParOper_4	7Networks_RH_SalVentAttn_TempOccPar_5
225	7Networks_RH_SalVentAttn_PrC_1	52	4	40	215	17Networks_RH_SalVentAttnA_PrC_1	7Networks_RH_SalVentAttn_PrC_1
226	7Networks_RH_SalVentAttn_FrOperIns_1	40	4	-12	216	17Networks_RH_SalVentAttnA_Ins_1	7Networks_RH_SalVentAttn_FrOperIns_1
227	7Networks_RH_SalVentAttn_FrOperIns_2	40	-12	-2	217	17Networks_RH_SalVentAttnA_Ins_2	7Networks_RH_SalVentAttn_FrOperIns_2
228	7Networks_RH_SalVentAttn_FrOperIns_3	38	22	4	231	17Networks_RH_SalVentAttnB_Ins_2	7Networks_RH_SalVentAttn_FrOperIns_3
229	7Networks_RH_SalVentAttn_FrOperIns_4	38	4	6	218	17Networks_RH_SalVentAttnA_Ins_3	7Networks_RH_SalVentAttn_FrOperIns_4
230	7Networks_RH_SalVentAttn_FrOperIns_5	50	6	4	219	17Networks_RH_SalVentAttnA_FrOper_1	7Networks_RH_SalVentAttn_FrOperIns_5
231	7Networks_RH_SalVentAttn_FrOperIns_6	54	14	14	250	17Networks_RH_ContA_PFCl_1	7Networks_RH_SalVentAttn_FrOperIns_6
232	7Networks_RH_SalVentAttn_Med_1	8	10	42	220	17Networks_RH_SalVentAttnA_FrMed_1	7Networks_RH_SalVentAttn_Med_1
233	7Networks_RH_SalVentAttn_Med_2	8	-16	40	221	17Networks_RH_SalVentAttnA_ParMed_1	7Networks_RH_SalVentAttn_Med_2
234	7Networks_RH_SalVentAttn_Med_3	12	-36	44	222	17Networks_RH_SalVentAttnA_ParMed_2	7Networks_RH_SalVentAttn_Med_3
235	7Networks_RH_SalVentAttn_Med_4	12	-36	52	223	17Networks_RH_SalVentAttnA_ParMed_3	7Networks_RH_SalVentAttn_Med_4
236	7Networks_RH_SalVentAttn_Med_5	6	0	64	224	17Networks_RH_SalVentAttnA_FrMed_2	7Networks_RH_SalVentAttn_Med_5
237	7Networks_RH_SalVentAttn_Med_6	16	6	70	225	17Networks_RH_SalVentAttnA_FrMed_3	7Networks_RH_SalVentAttn_Med_6
238	7Networks_RH_Limbic_OFC_1	14	26	-22	234	17Networks_RH_LimbicB_OFC_1	7Networks_RH_Limbic_OFC_1
239	7Networks_RH_Limbic_OFC_2	26	22	-20	235	17Networks_RH_LimbicB_OFC_2	7Networks_RH_Limbic_OFC_2
240	7Networks_RH_Limbic_OFC_3	4	24	-22	236	17Networks_RH_LimbicB_OFC_3	7Networks_RH_Limbic_OFC_3
241	7Networks_RH_Limbic_OFC_4	10	52	-22	237	17Networks_RH_LimbicB_OFC_4	7Networks_RH_Limbic_OFC_4
242	7Networks_RH_Limbic_TempPole_1	36	0	-44	239	17Networks_RH_LimbicA_TempPole_1	7Networks_RH_Limbic_TempPole_1
243	7Networks_RH_Limbic_TempPole_2	28	12	-34	240	17Networks_RH_LimbicA_TempPole_2	7Networks_RH_Limbic_TempPole_2
244	7Networks_RH_Limbic_TempPole_3	26	-10	-32	241	17Networks_RH_LimbicA_TempPole_3	7Networks_RH_Limbic_TempPole_3
245	7Networks_RH_Limbic_TempPole_4	52	-14	-34	242	17Networks_RH_LimbicA_TempPole_4	7Networks_RH_Limbic_TempPole_4
246	7Networks_RH_Limbic_TempPole_5	42	-20	-28	243	17Networks_RH_LimbicA_TempPole_5	7Networks_RH_Limbic_TempPole_5
247	7Networks_RH_Limbic_TempPole_6	46	10	-16	244	17Networks_RH_LimbicA_TempPole_6	7Networks_RH_Limbic_TempPole_6
248	7Networks_RH_Cont_Par_1	62	-38	38	226	17Networks_RH_SalVentAttnB_IPL_1	7Networks_RH_Cont_Par_1
249	7Networks_RH_Cont_Par_2	54	-42	48	257	17Networks_RH_ContB_IPL_2	7Networks_RH_Cont_Par_2
250	7Networks_RH_Cont_Par_3	42	-54	48	258	17Networks_RH_ContB_IPL_3	7Networks_RH_Cont_Par_3
251	7Networks_RH_Cont_Temp_1	62	-34	-16	255	17Networks_RH_ContB_Temp_1	7Networks_RH_Cont_Temp_1
252	7Networks_RH_Cont_PFCv_1	34	20	-8	230	17Networks_RH_SalVentAttnB_Ins_1	7Networks_RH_Cont_PFCv_1
253	7Networks_RH_Cont_PFCl_1	30	42	-14	262	17Networks_RH_ContB_PFClv_1	7Networks_RH_Cont_PFCl_1
254	7Networks_RH_Cont_PFCl_2	22	62	-8	263	17Networks_RH_ContB_PFClv_2	7Networks_RH_Cont_PFCl_2
255	7Networks_RH_Cont_PFCl_3	42	52	-6	264	17Networks_RH_ContB_PFClv_3	7Networks_RH_Cont_PFCl_3
256	7Networks_RH_Cont_PFCl_4	30	58	6	265	17Networks_RH_ContB_PFClv_4	7Networks_RH_Cont_PFCl_4
257	7Networks_RH_Cont_PFCl_5	44	44	10	227	17Networks_RH_SalVentAttnB_PFClv_1	7Networks_RH_Cont_PFCl_5
258	7Networks_RH_Cont_PFCl_6	48	30	22	251	17Networks_RH_ContA_PFCl_2	7Networks_RH_Cont_PFCl_6
259	7Networks_RH_Cont_PFCl_7	34	44	28	228	17Networks_RH_SalVentAttnB_PFCl_1	7Networks_RH_Cont_PFCl_7
260	7Networks_RH_Cont_PFCl_8	26	50	28	229	17Networks_RH_SalVentAttnB_PFCl_2	7Networks_RH_Cont_PFCl_8
261	7Networks_RH_Cont_PFCl_9	42	16	30	253	17Networks_RH_ContA_PFCl_4	7Networks_RH_Cont_PFCl_9
262	7Networks_RH_Cont_PFCl_10	40	34	38	259	17Networks_RH_ContB_PFCld_1	7Networks_RH_Cont_PFCl_10
263	7Networks_RH_Cont_PFCl_11	44	16	46	260	17Networks_RH_ContB_PFCld_2	7Networks_RH_Cont_PFCl_11
264	7Networks_RH_Cont_PFCl_12	30	18	52	261	17Networks_RH_ContB_PFCld_3	7Networks_RH_Cont_PFCl_12
265	7Networks_RH_Cont_pCun_1	14	-70	38	267	17Networks_RH_ContC_pCun_1	7Networks_RH_Cont_pCun_1
266	7Networks_RH_Cont_pCun_2	6	-66	48	269	17Networks_RH_ContC_pCun_3	7Networks_RH_Cont_pCun_2
267	7Networks_RH_Cont_Cing_1	6	-28	28	270	17Networks_RH_ContC_Cingp_1	7Networks_RH_Cont_Cing_1
268	7Networks_RH_Cont_Cing_2	4	0	30	254	17Networks_RH_ContA_Cingm_1	7Networks_RH_Cont_Cing_2
269	7Networks_RH_Cont_PFCmp_1	8	30	28	232	17Networks_RH_SalVentAttnB_PFCmp_1	7Networks_RH_Cont_PFCmp_1
270	7Networks_RH_Cont_PFCmp_2	4	20	54	233	17Networks_RH_SalVentAttnB_PFCmp_2	7Networks_RH_Cont_PFCmp_2
271	7Networks_RH_Default_Par_1	56	-42	26	300	17Networks_RH_TempPar_7	7Networks_RH_Default_Par_1
272	7Networks_RH_Default_Par_2	52	-52	24	272	17Networks_RH_DefaultA_IPL_1	7Networks_RH_Default_Par_2
273	7Networks_RH_Default_Par_3	48	-70	26	290	17Networks_RH_DefaultC_IPL_1	7Networks_RH_Default_Par_3
274	7Networks_RH_Default_Par_4	46	-64	42	273	17Networks_RH_DefaultA_IPL_2	7Networks_RH_Default_Par_4
275	7Networks_RH_Default_Par_5	56	-52	40	256	17Networks_RH_ContB_IPL_1	7Networks_RH_Default_Par_5
276	7Networks_RH_Default_Temp_1	48	12	-32	284	17Networks_RH_DefaultB_AntTemp_1	7Networks_RH_Default_Temp_1
277	7Networks_RH_Default_Temp_2	60	-6	-22	271	17Networks_RH_DefaultA_Temp_1	7Networks_RH_Default_Temp_2
278	7Networks_RH_Default_Temp_3	54	0	-12	294	17Networks_RH_TempPar_1	7Networks_RH_Default_Temp_3
279	7Networks_RH_Default_Temp_4	50	-18	-10	295	17Networks_RH_TempPar_2	7Networks_RH_Default_Temp_4
280	7Networks_RH_Default_Temp_5	64	-28	-4	283	17Networks_RH_DefaultB_Temp_1	7Networks_RH_Default_Temp_5
281	7Networks_RH_Default_Temp_6	50	-32	2	297	17Networks_RH_TempPar_4	7Networks_RH_Default_Temp_6
282	7Networks_RH_Default_PFCv_1	42	28	-14	287	17Networks_RH_DefaultB_PFCv_1	7Networks_RH_Default_PFCv_1
283	7Networks_RH_Default_PFCv_2	50	32	-4	288	17Networks_RH_DefaultB_PFCv_2	7Networks_RH_Default_PFCv_2
284	7Networks_RH_Default_PFCv_3	54	24	6	289	17Networks_RH_DefaultB_PFCv_3	7Networks_RH_Default_PFCv_3
285	7Networks_RH_Default_PFCdPFCm_1	6	38	-10	278	17Networks_RH_DefaultA_PFCm_1	7Networks_RH_Default_PFCdPFCm_1
286	7Networks_RH_Default_PFCdPFCm_2	8	64	-6	238	17Networks_RH_LimbicB_OFC_5	7Networks_RH_Default_PFCdPFCm_2
287	7Networks_RH_Default_PFCdPFCm_3	8	42	4	279	17Networks_RH_DefaultA_PFCm_2	7Networks_RH_Default_PFCdPFCm_3
288	7Networks_RH_Default_PFCdPFCm_4	18	64	16	280	17Networks_RH_DefaultA_PFCm_3	7Networks_RH_Default_PFCdPFCm_4
289	7Networks_RH_Default_PFCdPFCm_5	6	56	18	281	17Networks_RH_DefaultA_PFCm_4	7Networks_RH_Default_PFCdPFCm_5
290	7Networks_RH_Default_PFCdPFCm_6	6	24	18	282	17Networks_RH_DefaultA_PFCm_5	7Networks_RH_Default_PFCdPFCm_6
291	7Networks_RH_Default_PFCdPFCm_7	16	48	42	285	17Networks_RH_DefaultB_PFCd_1	7Networks_RH_Default_PFCdPFCm_7
292	7Networks_RH_Default_PFCdPFCm_8	4	40	44	266	17Networks_RH_ContB_PFCmp_1	7Networks_RH_Default_PFCdPFCm_8
293	7Networks_RH_Default_PFCdPFCm_9	26	30	44	274	17Networks_RH_DefaultA_PFCd_1	7Networks_RH_Default_PFCdPFCm_9
294	7Networks_RH_Default_PFCdPFCm_10	14	24	60	286	17Networks_RH_DefaultB_PFCd_2	7Networks_RH_Default_PFCdPFCm_10
295	7Networks_RH_Default_pCunPCC_1	10	-50	10	291	17Networks_RH_DefaultC_Rsp_1	7Networks_RH_Default_pCunPCC_1
296	7Networks_RH_Default_pCunPCC_2	16	-58	22	292	17Networks_RH_DefaultC_Rsp_2	7Networks_RH_Default_pCunPCC_2
297	7Networks_RH_Default_pCunPCC_3	6	-54	24	275	17Networks_RH_DefaultA_pCunPCC_1	7Networks_RH_Default_pCunPCC_3
298	7Networks_RH_Default_pCunPCC_4	6	-38	36	276	17Networks_RH_DefaultA_pCunPCC_2	7Networks_RH_Default_pCunPCC_4
299	7Networks_RH_Default_pCunPCC_5	8	-58	36	277	17Networks_RH_DefaultA_pCunPCC_3	7Networks_RH_Default_pCunPCC_5
300	7Networks_RH_Default_pCunPCC_6	8	-50	44	268	17Networks_RH_ContC_pCun_2	7Networks_RH_Default_pCunPCC_6
